Core-index,JLPT,vocab-kanji,vocab-hirigana,vocab-romanji,vocab-meaning,vocab-pos
4876,JLPT1,値引き,ねびき,,discount,Verbal Noun
4877,JLPT0,北東,ほくとう,,northeast,Noun
4878,JLPT1,夕暮れ,ゆうぐれ,,"evening, twilight",Noun
4879,JLPT2,予備,よび,,"reserve, spare",Noun
4880,JLPT2,体育,たいいく,,"physical training, physical education",Noun
4881,JLPT1,つくづく,つくづく,,"truly, deeply",Adverb
4882,JLPT2,どうせ,どうせ,,anyway,Adverb
4883,JLPT2,女房,にょうぼう,,wife,Noun
4884,JLPT2,省く,はぶく,,"omit, dispense with",Verb
4885,JLPT0,目覚ましい,めざましい,,"striking, marvelous",Adjective
4886,JLPT1,漏れる,もれる,,"leak, be disclosed",Verb
4887,JLPT2,郵送,ゆうそう,,mailing,Verbal Noun
4888,JLPT2,横切る,よこぎる,,"cross, go across",Verb
4889,JLPT2,リズム,リズム,,rhythm,Noun
4890,JLPT1,連休,れんきゅう,,consecutive holidays,Noun
4891,JLPT0,散らばる,ちらばる,,be scattered,Verb
4892,JLPT0,付き合う,つきあう,,"socialize with, see someone",Verb
4893,JLPT1,手元,てもと,,at hand,Noun
4894,JLPT2,点数,てんすう,,"points, score",Noun
4895,JLPT3,電報,でんぽう,,telegram,Noun
4896,JLPT2,道徳,どうとく,,"morality, morals",Noun
4897,JLPT2,毒,どく,,"poison, harm",Noun
4898,JLPT2,長引く,ながびく,,"be prolonged, drag on",Verb
4899,JLPT0,南西,なんせい,,southwest,Noun
4900,JLPT2,ハンドル,ハンドル,,steering wheel,Noun
4901,JLPT2,プリント,プリント,,print,Verbal Noun
4902,JLPT2,まぶしい,まぶしい,,"dazzling, glaring",Adjective
4903,JLPT2,名詞,めいし,,noun,Noun
4904,JLPT0,旅費,りょひ,,traveling expenses,Noun
4905,JLPT2,駐車,ちゅうしゃ,,parking,Verbal Noun
4906,JLPT1,腸,ちょう,,"intestines, entrails",Noun
4907,JLPT2,盗難,とうなん,,"robbery, burglary",Noun
4908,JLPT2,亡くす,なくす,,lose (in death),Verb
4909,JLPT2,能率,のうりつ,,efficiency,Noun
4910,JLPT2,一人一人,ひとりひとり,,each and every person,Noun
4911,JLPT2,塀,へい,,"fence, wall",Noun
4912,JLPT2,冒険,ぼうけん,,"adventure, risk",Verbal Noun
4913,JLPT0,細長い,ほそながい,,"long and thin, slender",Adjective
4914,JLPT0,よそ,よそ,,somewhere else,Noun
4915,JLPT2,注ぐ,そそぐ,,"pour into, concentrate",Verb
4916,JLPT0,抽象的,ちゅうしょうてき,,abstract,Adjective
4917,JLPT0,つぐ,つぐ,,"pour, pour into",Verb
4918,JLPT0,ディスコ,ディスコ,,disco,Noun
4919,JLPT0,出入り口,でいりぐち,,"doorway, gateway",Noun
4920,JLPT1,同情,どうじょう,,"sympathy, compassion",Verbal Noun
4921,JLPT1,同等,どうとう,,equality,Noun
4922,JLPT1,肉体,にくたい,,"body, flesh",Noun
4923,JLPT0,日差し,ひざし,,"rays of the sun, sunlight",Noun
4924,JLPT2,ぴったり,ぴったり,,"exactly right, perfect",Adjectival Noun
4925,JLPT1,本文,ほんぶん,,"text, this text",Noun
4926,JLPT0,都立,とりつ,,"metropolitan, Tokyo metropolitan",Noun
4927,JLPT0,殴る,なぐる,,"hit, strike",Verb
4928,JLPT2,裸,はだか,,"naked body, bareness",Noun
4929,JLPT0,罰金,ばっきん,,"fine, penalty",Noun
4930,JLPT1,反感,はんかん,,"ill feeling, antipathy",Noun
4931,JLPT2,まさか,まさか,,never in a million years,Adverb
4932,JLPT2,芽,め,,"bud, sprout",Noun
4933,JLPT0,一まず,ひとまず,,first of all,Adverb
4934,JLPT2,手入れ,ていれ,,"care, repairs",Verbal Noun
4935,JLPT2,どっと,どっと,,burst (out laughing),Adverb
4936,JLPT2,斜め,ななめ,,"diagonal, slant",Adjectival Noun
4937,JLPT1,逃げ出す,にげだす,,"make a break for, run off",Verb
4938,JLPT2,日,にち,,Japan,Noun
4939,JLPT0,入門,にゅうもん,,initiation,Noun
4940,JLPT1,浜,はま,,"beach, seashore",Noun
4941,JLPT0,文化的,ぶんかてき,,cultural,Adjective
4942,JLPT2,方角,ほうがく,,direction,Noun
4943,JLPT0,法学部,ほうがくぶ,,law department,Noun
4944,JLPT3,村,むら,,"village, hamlet",Noun
4945,JLPT0,もうける,もうける,,make a profit,Verb
4946,JLPT0,安売り,やすうり,,sale,Verbal Noun
4947,JLPT2,夜明け,よあけ,,"dawn, daybreak",Noun
4948,JLPT2,体操,たいそう,,"gymnastics, physical exercise",Noun
4949,JLPT1,忠告,ちゅうこく,,"advice, admonishment",Verbal Noun
4950,JLPT2,出来上がる,できあがる,,"be completed, be finished",Verb
4951,JLPT2,電球,でんきゅう,,light bulb,Noun
4952,JLPT2,半径,はんけい,,radius,Noun
4953,JLPT2,平凡,へいぼん,,"common, ordinary",Adjectival Noun
4954,JLPT1,本能,ほんのう,,instinct,Noun
4955,JLPT0,麦,むぎ,,wheat,Noun
4956,JLPT0,ゆったり,ゆったり,,comfortable,Adverb
4957,JLPT1,緩やか,ゆるやか,,"slack, loose",Adjective
4958,JLPT3,ちっとも,ちっとも,,nothing at all,Adverb
4959,JLPT2,突く,つく,,"thrust, poke",Verb
4960,JLPT2,粒,つぶ,,"grain, drop",Noun
4961,JLPT0,吊るす,つるす,,hang,Verb
4962,JLPT2,灯油,とうゆ,,"kerosene, lamp oil",Noun
4963,JLPT2,解ける,とける,,"solve, resolve",Verb
4964,JLPT2,ドレス,ドレス,,dress,Noun
4965,JLPT0,人情,にんじょう,,"human feelings, humanity",Noun
4966,JLPT1,パンク,パンク,,puncture,Verbal Noun
4967,JLPT0,誠に,まことに,,"truly, very",Adverb
4968,JLPT3,申し上げる,もうしあげる,,"speak humbly, do",Verb
4969,JLPT2,役目,やくめ,,"duty, role",Noun
4970,JLPT1,養う,やしなう,,"foster, support",Verb
4971,JLPT0,有害,ゆうがい,,"harmful, hazardous",Adjectival Noun
4972,JLPT1,良心,りょうしん,,conscience,Noun
4973,JLPT1,退学,たいがく,,withdrawal from school,Verbal Noun
4974,JLPT2,超過,ちょうか,,excess,Verbal Noun
4975,JLPT1,問い合わせる,といあわせる,,"inquire, contact",Verb
4976,JLPT2,延ばす,のばす,,"extend, postpone",Verb
4977,JLPT2,のんびり,のんびり,,take it easy,Adverb
4978,JLPT1,肺,はい,,"lung, lungs",Noun
4979,JLPT2,はめる,はめる,,"put on, wear",Verb
4980,JLPT1,早める,はやめる,,"move forward (in time), expedite",Verb
4981,JLPT1,不在,ふざい,,absence,Noun
4982,JLPT0,ふた,ふた,,"lid, cover",Noun
4983,JLPT2,物凄い,ものすごい,,tremendous,Adjective
4984,JLPT1,有望,ゆうぼう,,"promising, hopeful",Adjectival Noun
4985,JLPT1,弱める,よわめる,,"weaken, lower",Verb
4986,JLPT2,冷凍,れいとう,,"freezing, cold storage",Verbal Noun
4987,JLPT2,レポート,レポート,,"report, paper",Verbal Noun
4988,JLPT2,論じる,ろんじる,,"argue, discuss",Verb
4989,JLPT2,祖先,そせん,,"ancestor, forefather",Noun
4990,JLPT2,地名,ちめい,,place name,Noun
4991,JLPT2,散る,ちる,,"scatter, fall",Verb
4992,JLPT0,電線,でんせん,,electric wire,Noun
4993,JLPT2,通り過ぎる,とおりすぎる,,"go past, pass",Verb
4994,JLPT0,南東,なんとう,,southeast,Noun
4995,JLPT2,負け,まけ,,"defeat, loss",Noun
4996,JLPT0,マネー,マネー,,"money, finance",Noun
4997,JLPT2,見下ろす,みおろす,,"look down, overlook",Verb
4998,JLPT2,見出し,みだし,,"headline, heading",Noun
4999,JLPT1,無意味,むいみ,,"meaningless, absurd",Adjectival Noun
5000,JLPT0,もろい,もろい,,"weak, brittle",Adjective
5001,JLPT2,ユーモア,ユーモア,,humor,Noun
5002,JLPT2,陽気,ようき,,"cheerful, bright",Adjectival Noun
5003,JLPT0,田畑,たはた,,fields and rice paddies,Noun
5004,JLPT2,着ける,つける,,"pull up, park (a vehicle)",Verb
5005,JLPT0,内臓,ないぞう,,internal organs,Noun
5006,JLPT1,滑らか,なめらか,,"smooth, glassy",Adjective
5007,JLPT2,縫う,ぬう,,"sew, stitch",Verb
5008,JLPT2,バック,バック,,back,Verbal Noun
5009,JLPT1,引きずる,ひきずる,,"drag along, trail",Verb
5010,JLPT0,不自然,ふしぜん,,"unnatural, artificial",Adjectival Noun
5011,JLPT1,見合い,みあい,,meeting with a view to marriage,Verbal Noun
5012,JLPT0,無関心,むかんしん,,"apathy, indifference",Adjectival Noun
5013,JLPT2,誓う,ちかう,,"vow, swear",Verb
5014,JLPT2,手首,てくび,,wrist,Noun
5015,JLPT2,照る,てる,,"shine, be fine",Verb
5016,JLPT2,懐かしい,なつかしい,,"longed-for, old",Adjective
5017,JLPT2,外れる,はずれる,,come off,Verb
5018,JLPT0,発熱,はつねつ,,"generation of heat, get a fever",Verbal Noun
5019,JLPT2,真っ先,まっさき,,"first thing, forefront",Noun
5020,JLPT1,乱す,みだす,,"put into disorder, disrupt",Verb
5021,JLPT1,身の回り,みのまわり,,"one's person, one's appearance",Noun
5022,JLPT1,無口,むくち,,"not speaking much, reticence",Adjectival Noun
5023,JLPT3,召し上がる,めしあがる,,"eat, drink",Verb
5024,JLPT2,物音,ものおと,,"noise, sound",Noun
5025,JLPT1,漏らす,もらす,,"give away, let leak",Verb
5026,JLPT1,労力,ろうりょく,,"labor, work",Noun
5027,JLPT0,笑い声,わらいごえ,,laughter,Noun
5028,JLPT0,そびえる,そびえる,,tower,Verb
5029,JLPT2,体温,たいおん,,body temperature,Noun
5030,JLPT2,焚く,たく,,start a fire,Verb
5031,JLPT1,多忙,たぼう,,very busy,Adjectival Noun
5032,JLPT1,タレント,タレント,,"celebrity, talent",Noun
5033,JLPT3,地理,ちり,,geography,Noun
5034,JLPT3,電灯,でんとう,,"lamp, electric light",Noun
5035,JLPT1,当人,とうにん,,the person in question,Noun
5036,JLPT2,当番,とうばん,,"being on duty, person on duty",Noun
5037,JLPT1,名付ける,なづける,,"name, give a name to",Verb
5038,JLPT2,日課,にっか,,daily routine,Noun
5039,JLPT2,塞がる,ふさがる,,close up,Verb
5040,JLPT2,半島,はんとう,,peninsula,Noun
5041,JLPT2,風船,ふうせん,,balloon,Noun
5042,JLPT2,保健,ほけん,,"health, health care",Noun
5043,JLPT1,無効,むこう,,"invalidity, ineffectiveness",Adjectival Noun
5044,JLPT2,遊園地,ゆうえんち,,amusement park,Noun
5045,JLPT2,有料,ゆうりょう,,"fee-charging, pay",Noun
5046,JLPT2,予報,よほう,,"forecast, prediction",Verbal Noun
5047,JLPT3,たまに,たまに,,"occasionally, by chance",Adverb
5048,JLPT1,手本,てほん,,"model, example",Noun
5049,JLPT2,問い,とい,,"question, inquiry",Noun
5050,JLPT0,冬季,とうき,,winter season,Noun
5051,JLPT0,二度と,にどと,,never again,Adverb
5052,JLPT1,入浴,にゅうよく,,bathing,Verbal Noun
5053,JLPT2,花火,はなび,,"fireworks, firecrackers",Noun
5054,JLPT2,羽根,はね,,feather,Noun
5055,JLPT0,人前,ひとまえ,,in front of other people,Noun
5056,JLPT1,不景気,ふけいき,,"business depression, slump",Adjectival Noun
5057,JLPT1,不良,ふりょう,,"bad, defective",Adjectival Noun
5058,JLPT2,ペンキ,ペンキ,,paint,Noun
5059,JLPT2,ベンチ,ベンチ,,bench,Noun
5060,JLPT0,めいめい,めいめい,,"each, individual",Adverb
5061,JLPT1,弱る,よわる,,"weaken, be debilitated",Verb
5062,JLPT2,列島,れっとう,,archipelago,Noun
5063,JLPT2,和服,わふく,,"Japanese clothes, kimono",Noun
5064,JLPT2,葬式,そうしき,,funeral ceremony,Noun
5065,JLPT0,頼み,たのみ,,"request, favor",Noun
5066,JLPT1,中毒,ちゅうどく,,poisoning,Verbal Noun
5067,JLPT0,低気圧,ていきあつ,,"low pressure, atmospheric depression",Noun
5068,JLPT1,どうにか,どうにか,,somehow,Adverb
5069,JLPT1,内心,ないしん,,"back of one's mind, one's real intention",Noun
5070,JLPT1,内陸,ないりく,,"inland, interior",Noun
5071,JLPT0,年配,ねんぱい,,"age, elderly age",Noun
5072,JLPT2,計る,はかる,,"compute, measure",Verb
5073,JLPT0,不完全,ふかんぜん,,"imperfection, incompleteness",Adjectival Noun
5074,JLPT0,包丁,ほうちょう,,"kitchen knife, carving knife",Noun
5075,JLPT1,見落とす,みおとす,,"miss, fail to notice",Verb
5076,JLPT2,有能,ゆうのう,,"able, competent",Adjectival Noun
5077,JLPT1,恋愛,れんあい,,love,Verbal Noun
5078,JLPT1,体格,たいかく,,"physique, build",Noun
5079,JLPT2,退屈,たいくつ,,"boring, tedious",Verbal Noun
5080,JLPT2,平ら,たいら,,"flat, level",Adjective
5081,JLPT2,ちゃんと,ちゃんと,,"regularly, properly",Adverb
5082,JLPT2,定価,ていか,,fixed price,Noun
5083,JLPT0,情けない,なさけない,,"pitiful, shameful",Adjective
5084,JLPT1,のどか,のどか,,"tranquil, peaceful",Adjective
5085,JLPT2,広める,ひろめる,,"spread, extend",Verb
5086,JLPT1,滅びる,ほろびる,,"go to ruin, fall",Verb
5087,JLPT1,未定,みてい,,"undecided, pending",Noun
5088,JLPT1,メロディー,メロディー,,melody,Noun
5089,JLPT1,欲,よく,,"desire, greed",Noun
5090,JLPT2,リットル,リットル,,"liter, litre",Noun
5091,JLPT2,わざと,わざと,,on purpose,Adverb
5092,JLPT1,対等,たいとう,,"equality, parity",Adjectival Noun
5093,JLPT2,田植え,たうえ,,rice planting,Verbal Noun
5094,JLPT3,捕まえる,つかまえる,,"arrest, capture",Verb
5095,JLPT1,勤め先,つとめさき,,employment,Noun
5096,JLPT2,とっくに,とっくに,,long ago,Adverb
5097,JLPT0,長生き,ながいき,,"long life, longevity",Verbal Noun
5098,JLPT0,長続き,ながつづき,,lasting for a long time,Verbal Noun
5099,JLPT2,憎む,にくむ,,"hate, detest",Verb
5100,JLPT2,日光,にっこう,,"sunshine, sunlight",Noun
5101,JLPT2,花嫁,はなよめ,,bride,Noun
5102,JLPT0,無責任,むせきにん,,irresponsibility,Adjectival Noun
5103,JLPT1,欲望,よくぼう,,"desire, craving",Noun
5104,JLPT0,我が国,わがくに,,"our country, Japan",Noun
5105,JLPT2,題名,だいめい,,title,Noun
5106,JLPT1,著書,ちょしょ,,"literary work, book",Noun
5107,JLPT2,慰める,なぐさめる,,"console, comfort",Verb
5108,JLPT0,野原,のはら,,"field, plain",Noun
5109,JLPT1,浜辺,はまべ,,"beach, seashore",Noun
5110,JLPT1,晩年,ばんねん,,late in life,Noun
5111,JLPT0,引き返す,ひきかえす,,"turn back, retrace one's steps",Verb
5112,JLPT1,日焼け,ひやけ,,suntan,Verbal Noun
5113,JLPT2,副詞,ふくし,,adverb,Noun
5114,JLPT0,不必要,ふひつよう,,"unnecessary, superfluous",Adjectival Noun
5115,JLPT1,ベスト,ベスト,,best,Noun
5116,JLPT1,交わる,まじわる,,"associate with, socialize",Verb
5117,JLPT2,待合室,まちあいしつ,,waiting room,Noun
5118,JLPT2,水着,みずぎ,,bathing suit,Noun
5119,JLPT1,無論,むろん,,"of course, no doubt",Adverb
5120,JLPT2,余計,よけい,,"excess, needless",Adjectival Noun
5121,JLPT2,ワンピース,ワンピース,,dress,Noun
5122,JLPT2,総理大臣,そうりだいじん,,prime minister,Noun
5123,JLPT2,ダイヤモンド,ダイヤモンド,,diamond,Noun
5124,JLPT2,知能,ちのう,,"intelligence, mental capacity",Noun
5125,JLPT0,作り上げる,つくりあげる,,"make up, build up",Verb
5126,JLPT0,仲良く,なかよく,,"harmoniously, amicably",Adverb
5127,JLPT0,並み,なみ,,"ordinary, average",Noun
5128,JLPT2,ナンバー,ナンバー,,number,Noun
5129,JLPT0,日本酒,にほんしゅ,,"sake, rice wine",Noun
5130,JLPT0,派出所,はしゅつじょ,,"branch office, police box",Noun
5131,JLPT0,早まる,はやまる,,"make a hasty decision, jump the gun",Verb
5132,JLPT0,人出,ひとで,,"turnout, crowd",Noun
5133,JLPT0,不愉快,ふゆかい,,"unpleasant, disagreeable",Adjectival Noun
5134,JLPT2,振り向く,ふりむく,,"turn around, look back",Verb
5135,JLPT0,閉店,へいてん,,shop closing,Verbal Noun
5136,JLPT1,偏見,へんけん,,"prejudice, biased view",Noun
5137,JLPT1,前もって,まえもって,,in advance,Adverb
5138,JLPT2,豆,まめ,,"bean, peas",Noun
5139,JLPT2,回り・周り,まわり・まわり,,"vicinity, whereabouts",Noun
5140,JLPT0,読み書き,よみかき,,reading and writing,Noun
5141,JLPT2,増減,ぞうげん,,"increase and decrease, rise and fall",Verbal Noun
5142,JLPT1,対談,たいだん,,interview,Verbal Noun
5143,JLPT1,単調,たんちょう,,"monotonous, dull",Adjectival Noun
5144,JLPT3,とうとう,とうとう,,"at last, after all",Adverb
5145,JLPT2,とんでもない,とんでもない,,"unthinkable, outrageous",Adjective
5146,JLPT0,にこやか,にこやか,,"smiling, beaming",Adjective
5147,JLPT2,武士,ぶし,,"samurai, warrior",Noun
5148,JLPT2,北極,ほっきょく,,North Pole,Noun
5149,JLPT2,枚数,まいすう,,number of flat things,Noun
5150,JLPT2,見本,みほん,,"sample, model",Noun
5151,JLPT0,持ち物,もちもの,,"one's property, one's baggage",Noun
5152,JLPT2,矢印,やじるし,,arrow,Noun
5153,JLPT1,利息,りそく,,interest,Noun
5154,JLPT2,ロッカー,ロッカー,,locker,Noun
5155,JLPT0,度々,たびたび,,often,Adverb
5156,JLPT0,騙す,だます,,"deceive, cheat",Verb
5157,JLPT2,中途,ちゅうと,,halfway,Noun
5158,JLPT2,長方形,ちょうほうけい,,rectangle,Noun
5159,JLPT2,出迎え,でむかえ,,"meeting, receiving",Noun
5160,JLPT1,天国,てんごく,,paradise,Noun
5161,JLPT1,到底,とうてい,,"after all, in the long run",Adverb
5162,JLPT2,取り消す,とりけす,,"cancel, nullify",Verb
5163,JLPT2,並木,なみき,,"row of trees, roadside trees",Noun
5164,JLPT0,何となく,なんとなく,,"in some way, somehow",Adverb
5165,JLPT2,放す,はなす,,"release, free",Verb
5166,JLPT0,プライド,プライド,,pride,Noun
5167,JLPT1,付録,ふろく,,"appendix, supplement",Noun
5168,JLPT2,ママ,ママ,,"mommy, mummy",Noun
5169,JLPT1,無知,むち,,ignorance,Adjectival Noun
5170,JLPT2,名物,めいぶつ,,"specialty, noted product",Noun
5171,JLPT2,目印,めじるし,,"landmark, sign",Noun
5172,JLPT2,愉快,ゆかい,,"pleasant, delightful",Adjectival Noun
5173,JLPT1,緩む,ゆるむ,,"slacken, be loose",Verb
5174,JLPT0,翌朝,よくあさ,,the following morning,Noun
5175,JLPT1,両立,りょうりつ,,"managing two things, having it both ways",Verbal Noun
5176,JLPT0,よける,よける,,move out the way,Verb
5177,JLPT2,田,た,,"rice field, rice paddy",Noun
5178,JLPT0,立ち入り禁止,たちいりきんし,,no trespassing,Noun
5179,JLPT2,頼もしい,たのもしい,,"reliable, dependable",Adjective
5180,JLPT2,近寄る,ちかよる,,"go near, approach",Verb
5181,JLPT2,直角,ちょっかく,,right angle,Noun
5182,JLPT0,泣き声,なきごえ,,"tearful voice, crying",Noun
5183,JLPT1,名札,なふだ,,"name badge, tag",Noun
5184,JLPT1,バッジ,バッジ,,badge,Noun
5185,JLPT0,一口,ひとくち,,"mouthful, bite",Noun
5186,JLPT2,ピン,ピン,,"hairpin, pin",Noun
5187,JLPT0,平行,へいこう,,"parallel, side by side",Verbal Noun
5188,JLPT0,保育園,ほいくえん,,"day-care center, nursery school",Noun
5189,JLPT1,防火,ぼうか,,"fire prevention, fireproof",Noun
5190,JLPT2,まあ,まあ,,well,Interjection
5191,JLPT2,迎え,むかえ,,"greeting, meeting",Noun
5192,JLPT0,むなしい,むなしい,,"empty, vain",Adjective
5193,JLPT2,申し訳ない,もうしわけない,,"sorry, inexcusable",Adjective
5194,JLPT1,模範,もはん,,"model, role model",Noun
5195,JLPT2,呼び掛ける,よびかける,,"call to, appeal to",Verb
5196,JLPT0,弱み,よわみ,,"weakness, shortcoming",Noun
5197,JLPT0,銭湯,せんとう,,"public bath, bathhouse",Noun
5198,JLPT2,縮む,ちぢむ,,"shrink, contract",Verb
5199,JLPT0,中流,ちゅうりゅう,,"mid-stream, middle reaches",Noun
5200,JLPT2,ついで,ついで,,on the way,Noun
5201,JLPT1,使い道,つかいみち,,"use, application",Noun
5202,JLPT2,謎,なぞ,,"puzzle, mystery",Noun
5203,JLPT2,日時,にちじ,,"date, time",Noun
5204,JLPT2,バケツ,バケツ,,bucket,Noun
5205,JLPT1,弾む,はずむ,,"spring back, bounce",Verb
5206,JLPT0,はっと,はっと,,taken aback,Adverb
5207,JLPT0,反則,はんそく,,"foul, rule violation",Verbal Noun
5208,JLPT2,日帰り,ひがえり,,a day trip,Verbal Noun
5209,JLPT0,百科事典,ひゃっかじてん,,encyclopedia,Noun
5210,JLPT4,まずい,まずい,,"bad, no good",Adjective
5211,JLPT1,未婚,みこん,,unmarried,Noun
5212,JLPT2,もしも,もしも,,"if, if ever",Adverb
5213,JLPT2,やかましい,やかましい,,"noisy, clamorous",Adjective
5214,JLPT0,焼き肉,やきにく,,"grilled meat, barbequed meat",Noun
5215,JLPT2,薬局,やっきょく,,"drugstore, pharmacy",Noun
5216,JLPT1,用件,ようけん,,"matter, things to be done",Noun
5217,JLPT2,代名詞,だいめいし,,pronoun,Noun
5218,JLPT0,飛び上がる,とびあがる,,"fly up, jump up",Verb
5219,JLPT1,バット,バット,,bat,Noun
5220,JLPT2,跳ねる,はねる,,"leap, hop, bound",Verb
5221,JLPT2,払い込む,はらいこむ,,"pay in, pay up",Verb
5222,JLPT2,人通り,ひとどおり,,traffic,Noun
5223,JLPT2,不規則,ふきそく,,irregular,Adjectival Noun
5224,JLPT0,不合格,ふごうかく,,"failure, disqualification",Noun
5225,JLPT2,普段,ふだん,,"usual, ordinary",Adverb
5226,JLPT2,不平,ふへい,,"discontent, dissatisfaction",Adjectival Noun
5227,JLPT2,閉会,へいかい,,"closing, adjournment",Verbal Noun
5228,JLPT0,歩行者,ほこうしゃ,,pedestrian,Noun
5229,JLPT0,本年,ほんねん,,this year,Noun
5230,JLPT0,マナー,マナー,,manners,Noun
5231,JLPT2,醜い,みにくい,,"ugly, bad-looking",Adjective
5232,JLPT1,有益,ゆうえき,,"beneficial, profitable",Adjectival Noun
5233,JLPT0,雄大,ゆうだい,,"grand, magnificent",Adjective
5234,JLPT0,横顔,よこがお,,"profile, face seen from side",Noun
5235,JLPT1,操縦,そうじゅう,,"steering, piloting",Verbal Noun
5236,JLPT2,短所,たんしょ,,"shortcoming, defect",Noun
5237,JLPT2,地平線,ちへいせん,,horizon,Noun
5238,JLPT2,務め,つとめ,,"duty, task",Noun
5239,JLPT0,梅雨明け,つゆあけ,,end of the rainy season,Verbal Noun
5240,JLPT0,取消し,とりけし,,"cancellation, annulment",Verbal Noun
5241,JLPT1,取り締まる,とりしまる,,"control, crack down",Verb
5242,JLPT2,濁る,にごる,,get cloudy,Verb
5243,JLPT0,入選,にゅうせん,,"acceptance, selection",Verbal Noun
5244,JLPT1,値打ち,ねうち,,"value, worth",Noun
5245,JLPT1,飲み込む,のみこむ,,"swallow, grasp",Verb
5246,JLPT0,白菜,はくさい,,nappa cabbage,Noun
5247,JLPT0,府,ふ,,urban prefecture,Noun
5248,JLPT0,忘年会,ぼうねんかい,,year-end party,Noun
5249,JLPT2,虫歯,むしば,,"decayed tooth, cavity",Noun
5250,JLPT1,休める,やすめる,,"give a rest, set at ease",Verb
5251,JLPT0,有毒,ゆうどく,,"poisonous, noxious",Adjectival Noun
5252,JLPT0,和語,わご,,native Japanese word,Noun
5253,JLPT2,送別,そうべつ,,"farewell, send-off",Verbal Noun
5254,JLPT1,沈没,ちんぼつ,,sinking,Verbal Noun
5255,JLPT0,追突,ついとつ,,collision,Verbal Noun
5256,JLPT2,眺め,ながめ,,"view, prospect",Noun
5257,JLPT2,煮る,にる,,"boil, cook",Verb
5258,JLPT2,端,はし,,"end, edge",Noun
5259,JLPT0,話し言葉,はなしことば,,spoken language,Noun
5260,JLPT1,生やす,はやす,,"grow, cultivate",Verb
5261,JLPT0,ばらばら,ばらばら,,separately,Adverb
5262,JLPT2,張り切る,はりきる,,"go all out, make efforts",Verb
5263,JLPT0,ぶら下がる,ぶらさがる,,"hang down, dangle",Verb
5264,JLPT2,プラットホーム,プラットホーム,,platform,Noun
5265,JLPT0,文学者,ぶんがくしゃ,,"literary person, literati",Noun
5266,JLPT3,参る,まいる,,"go, come",Verb
5267,JLPT0,まぐろ,まぐろ,,tuna,Noun
5268,JLPT0,惨め,みじめ,,"miserable, pitiable",Adjective
5269,JLPT1,夕焼け,ゆうやけ,,sunset glow,Noun
5270,JLPT2,留守番,るすばん,,"caretaking, caretaker",Noun
5271,JLPT0,ろくに,ろくに,,"hardly, barely",Adverb
5272,JLPT3,訳,わけ,,"reason, cause",Noun
5273,JLPT0,和室,わしつ,,Japanese style room,Noun
5274,JLPT0,割り込む,わりこむ,,cut in,Verb
5275,JLPT0,つまむ,つまむ,,munch on,Verb
5276,JLPT0,隣り合う,となりあう,,"adjoin, be next door to each other",Verb
5277,JLPT2,内科,ないか,,internal medicine,Noun
5278,JLPT2,縄,なわ,,"rope, cord",Noun
5279,JLPT2,日用品,にちようひん,,"groceries, daily necessities",Noun
5280,JLPT2,不運,ふうん,,"misfortune, bad luck",Adjectival Noun
5281,JLPT2,笛,ふえ,,"flute, whistle",Noun
5282,JLPT1,弁論,べんろん,,"discussion, oral proceedings",Verbal Noun
5283,JLPT2,ボーイ,ボーイ,,waiter,Noun
5284,JLPT0,保護者,ほごしゃ,,"guardian, protector",Noun
5285,JLPT0,ホット,ホット,,hot,Noun
5286,JLPT0,真夏,まなつ,,midsummer,Noun
5287,JLPT2,満点,まんてん,,"full marks, perfect score",Noun
5288,JLPT1,無邪気,むじゃき,,"innocence, simplicity",Adjectival Noun
5289,JLPT0,無制限,むせいげん,,"unlimited, free",Adjectival Noun
5290,JLPT2,綿,めん,,cotton,Noun
5291,JLPT2,申し訳,もうしわけ,,"excuse, apology",Noun
5292,JLPT2,問答,もんどう,,"questions and answers, argument",Verbal Noun
5293,JLPT1,勇敢,ゆうかん,,"brave, heroic",Adjectival Noun
5294,JLPT2,要旨,ようし,,"gist, overview",Noun
5295,JLPT1,洋風,ようふう,,Western style,Noun
5296,JLPT0,用例,ようれい,,"example, illustration",Noun
5297,JLPT0,弱気,よわき,,"timid, weak-spirited",Adjectival Noun
5298,JLPT2,断水,だんすい,,water stoppage,Verbal Noun
5299,JLPT1,着席,ちゃくせき,,taking a seat,Verbal Noun
5300,JLPT1,伝言,でんごん,,verbal message,Verbal Noun
5301,JLPT0,都庁,とちょう,,Tokyo Metropolitan City Hall,Noun
5302,JLPT3,取り替える,とりかえる,,"change, replace",Verb
5303,JLPT2,昇る,のぼる,,"rise,",Verb
5304,JLPT2,平野,へいや,,"plain, open field",Noun
5305,JLPT0,保証人,ほしょうにん,,guarantor,Noun
5306,JLPT2,程,ほど,,"extent, limit",Noun
5307,JLPT0,まし,まし,,"more, better",Adjective
5308,JLPT1,待ち望む,まちのぞむ,,"expect, look forward to",Verb
5309,JLPT2,迷信,めいしん,,superstition,Noun
5310,JLPT0,山登り,やまのぼり,,mountain climbing,Verbal Noun
5311,JLPT0,やり直し,やりなおし,,"doing over, redoing",Noun
5312,JLPT0,洋画,ようが,,foreign film,Noun
5313,JLPT2,礼儀,れいぎ,,"good manners, courtesy",Noun
5314,JLPT0,録画,ろくが,,videotaping,Verbal Noun
5315,JLPT0,和風,わふう,,Japanese style,Noun
5316,JLPT2,近付ける,ちかづける,,bring close,Verb
